ResourceID,name_of_consultation,date_logged,consult_type,development_type,application_type,consult_status,condition_type,condition_description,communication_date,communication_type,communication_notes,planning_outcome,audit_outcome,geometry
f7bc3793-640e-41d9-9338-8c94ab1889f8,Consultation for 010 Holy Cross Place,2019-02-23,Post-Application,Mixed Use,Appeal,Completed,Agree WSI,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",25/03/2019,Email,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",No outcome,Information Unavailable,POINT (-0.089456038352517 51.5307149088153)
2b84c1fe-f271-4b4e-b7d3-bfddfab24320,Consultation for 90 Hoepker Pass,2019-04-28,Pre-Application,Land restoration,Appeal,Mitigation,Building Recording,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,12/04/2019,Telephone,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Approved - with full condition,Extended Deadline,POINT (-0.088109770530831 51.5312404980294)
a3db4f4a-21de-4849-a372-f05dc438201e,Consultation for 35251 Ronald Regan Trail,2019-01-10,Pre-Application,Land restoration,Listed Building Consent,Completed,Building Recording,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,14/01/2019,Telephone,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Approved - with full condition,Extended Deadline,POINT (-0.090863153009947 51.528552569649)
e24cb800-3c56-4ca6-8df8-e7bdc2dc55da,Consultation for 421 Manitowish Drive,2019-05-01,Pre-Application,Mixed Use,Appeal,Completed,Building Engagement,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",25/09/2018,Telephone,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Approved - with watching brief condition,Further Information Required,POINT (-0.08643579620126 51.5335722071308)
a4f8d164-734c-4a0c-837b-ec2a55e42fdf,Consultation for 34 Hayes Place,2018-11-23,Pre-Application,Building alteration,Prior Approval,Post-excavation assessment,Building Engagement,Fusce consequat. Nulla nisl. Nunc nisl.,01/08/2018,Mail,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Approved - with legal agreement,Admin error,POINT (-0.084726715 51.533534305)
1ec995c2-169e-4b57-86fb-f06dc96000ed,Consultation for 91743 Bayside Plaza,2018-08-21,Condition Application,Mixed Use,Prior Approval,Post-excavation assessment,Agree WSI,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,09/07/2019,Mail,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Approved - with full condition,Leave,POINT (-0.082778034752931 51.5335775847342)
efca5e88-bee6-4945-a211-646162b9bda9,Consultation for 119 Hintze Hill,2018-11-11,Post-Application,Road construction,Appeal,Aborted,Building Engagement,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",17/06/2019,Email,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Approved - with watching brief condition,Extended Deadline,POINT (-0.096134840026019 51.5322345910634)
4f63af21-18d9-4e1d-88a6-87974c9f46e2,Consultation for 40834 Thierer Crossing,2019-05-05,Condition Application,Building alteration,Prior Approval,Aborted,Agree WSI,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,26/11/2018,Email,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",No outcome,Information Unavailable,POINT (-0.093296469330516 51.5330835573101)
7d9c3a1d-8dfa-49d8-808b-4b8278f6cf10,Consultation for 59 Westerfield Center,2019-05-07,Condition Application,Land restoration,Prior Approval,Post-excavation assessment,Building Recording,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",15/02/2019,Telephone,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Approved - with legal agreement,Extended Deadline,POINT (-0.1140398242466 51.5176458122084)
35e6a62d-db27-46b2-af82-d07f8d44724d,Consultation for 464 Laurel Park,2018-09-04,Condition Application,Mixed Use,Listed Building Consent,Aborted,Agree WSI,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",08/09/2018,Mail,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Implemented,Information Unavailable,POINT (-0.087632873639023 51.5215490690004)
bdd30250-8c1d-4b0a-b8fb-7ee2663b2f66,Consultation for 35 Badeau Circle,2019-04-08,Condition Application,Mixed Use,Enquiry,Dormant,Building Engagement,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",24/11/2018,Mail,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,No outcome,Information Unavailable,POINT (-0.098805525515348 51.5340581827499)
f9554309-bf7d-4cd2-be78-f5c70c22acbc,Consultation for 776 Scott Terrace,2018-08-21,Pre-Application,Land restoration,Listed Building Consent,Pre-decision assessment/evaluation,Building Engagement,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,22/08/2018,Email,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Approved - with watching brief condition,Extended Deadline,POINT (-0.099616878018977 51.5334798029285)
921df14b-2c83-46c1-84fd-864cd1aabafe,Consultation for 6 Monterey Trail,2019-01-14,Post-Application,Land restoration,Prior Approval,Pre-decision assessment/evaluation,Agree WSI,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,06/09/2018,Mail,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Approved - with legal agreement,Information Unavailable,POINT (-0.098277179765586 51.5334286896694)
a9b7644c-a604-46fa-beb7-7e5f65e7e14b,Consultation for 65 Amoth Junction,2018-11-07,Pre-Application,Mixed Use,Listed Building Consent,Pre-decision assessment/evaluation,Building Engagement,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",19/01/2019,Mail,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Approved - with legal agreement,Information Unavailable,POINT (-0.097272233830005 51.5324781953645)
b16b5ece-8be3-42cb-8757-55739b53e347,Consultation for 3214 Blaine Avenue,2018-11-06,Post-Application,Mixed Use,Listed Building Consent,Project Initiation,Building Recording,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,03/07/2019,Telephone,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Approved - with full condition,Further Information Required,POINT (-0.096777985 51.53239263)
a5af080c-7700-4b31-8a92-e07fc74e14ff,Consultation for 2472 Montana Drive,2019-03-31,Pre-Application,Road construction,Appeal,Pre-decision assessment/evaluation,Agree WSI,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,01/02/2019,Mail,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Approved - with full condition,Information Unavailable,POINT (-0.096681825 51.53225236)
c90d07cf-923b-4404-8553-afd7010adfad,Consultation for 3623 Texas Avenue,2019-01-24,Condition Application,Building alteration,Enquiry,Post-excavation assessment,Building Engagement,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,31/10/2018,Email,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",No outcome,Further Information Required,POINT (-0.100122776166339 51.5290134763576)
9cb8f89d-af5c-4ae7-9d6e-33df18cca770,Consultation for 3864 Waxwing Circle,2018-10-19,Pre-Application,Road construction,Listed Building Consent,Aborted,Building Engagement,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",11/12/2018,Mail,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Approved - with legal agreement,Further Information Required,POINT (-0.098600502403881 51.5290017416997)
ecdaa5d4-5398-4dfd-bfcb-86c290925b99,Consultation for 1 Westridge Drive,2018-12-26,Post-Application,Mixed Use,Enquiry,Dormant,Building Recording,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",22/05/2019,Mail,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,No outcome,Further Information Required,POINT (-0.09921822509072 51.5288837000012)
32cb36e7-23c8-4b15-95f7-2a9e14765174,Consultation for 880 Norway Maple Court,2019-04-25,Pre-Application,Road construction,Appeal,Project Initiation,Building Engagement,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",28/02/2019,Telephone,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",No outcome,Admin error,POINT (-0.099423882717544 51.5305898648837)
7acf4bf6-7629-449f-a922-ead94ac7ab71,Consultation for 2267 Mcbride Point,2019-02-27,Condition Application,Road construction,Prior Approval,Completed,Building Recording,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",24/09/2018,Email,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Approved - with legal agreement,Information Unavailable,POINT (-0.09967072405845 51.5312841087225)
48d48c7e-e756-42ed-940f-e662cd27e5af,Consultation for 36 Texas Lane,2019-04-16,Condition Application,Building alteration,Appeal,Pre-decision assessment/evaluation,Agree WSI,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",01/12/2018,Mail,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Approved - with full condition,Admin error,POINT (-0.100745773973729 51.5315857663136)
d2d8f107-ccae-4551-99d9-0f245ef0bbf7,Consultation for 7 Dawn Trail,2019-04-17,Condition Application,Mixed Use,Listed Building Consent,Completed,Building Recording,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",17/09/2018,Telephone,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Implemented,Further Information Required,POINT (-0.099835519236379 51.5316133032635)
7a8d7a2d-9ada-4680-8840-61165b3e4806,Consultation for 71968 Rusk Place,2019-03-03,Post-Application,Road construction,Enquiry,Pre-decision assessment/evaluation,Building Recording,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",06/01/2019,Email,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Approved - with legal agreement,Admin error,POINT (-0.103037387234183 51.5319989792539)
714250a4-462a-40de-bf28-fcc42c37a91c,Consultation for 4193 Sutherland Point,2018-12-12,Pre-Application,Mixed Use,Prior Approval,Mitigation,Building Engagement,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",14/12/2018,Mail,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Approved - with watching brief condition,Information Unavailable,POINT (-0.102173785916565 51.5327232814779)
c60598ec-6453-45fd-90dd-12944998109d,Consultation for 58876 Oxford Road,2018-12-01,Pre-Application,Land restoration,Prior Approval,Post-excavation assessment,Agree WSI,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",16/02/2019,Email,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Approved - with legal agreement,Leave,POINT (-0.102300748827154 51.5325049015166)
bfaca2c2-7418-4262-b0ac-559f15b15a95,Consultation for 10 Donald Plaza,2018-11-08,Pre-Application,Road construction,Appeal,Pre-decision assessment/evaluation,Building Engagement,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",22/01/2019,Telephone,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Approved - with watching brief condition,IT Failure,POINT (-0.10162431445854 51.5321210032406)
94153b1a-a42a-47cf-bd12-88cf77416e21,Consultation for 401 Superior Trail,2019-04-03,Post-Application,Road construction,Enquiry,Pre-decision assessment/evaluation,Building Recording,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",19/04/2019,Mail,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Approved - with legal agreement,Information Unavailable,POINT (-0.101112449222442 51.5326144109546)
dfe9c738-f5e1-45e3-b0e4-e77269db498d,Consultation for 88391 Macpherson Drive,2019-02-19,Condition Application,Road construction,Listed Building Consent,Pre-decision assessment/evaluation,Building Recording,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,03/12/2018,Telephone,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Approved - with legal agreement,Information Unavailable,POINT (-0.100033258986255 51.5317176843331)
7a4c6e20-4509-42b0-a09e-b14e886ea88b,Consultation for 6 Michigan Center,2018-08-23,Condition Application,Land restoration,Appeal,Project Initiation,Building Engagement,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,14/07/2019,Email,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",No outcome,Admin error,POINT (-0.102790182973533 51.5277006261059)
55bd430d-5390-4ff0-92a7-1386891747a5,Consultation for 3 Union Hill,2019-05-02,Post-Application,Land restoration,Appeal,Completed,Building Recording,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",24/09/2018,Telephone,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Approved - with watching brief condition,Leave,POINT (-0.103695921915202 51.526635766159)
a8c61397-cf5a-423a-9e6e-1945003b2023,Consultation for 25 Westerfield Center,2018-08-16,Pre-Application,Road construction,Prior Approval,Aborted,Building Recording,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",22/05/2019,Telephone,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Approved - with watching brief condition,IT Failure,POINT (-0.103349086240257 51.5268964794048)
2ec11c57-5985-4d71-9fff-9609b6b70cc2,Consultation for 896 Nevada Avenue,2019-04-06,Pre-Application,Road construction,Appeal,Mitigation,Building Recording,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,24/05/2019,Mail,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,No outcome,Leave,POINT (-0.102741925 51.527275555)
9692ed8f-d17b-439b-9f30-39c3f112b69d,Consultation for 94 Magdeline Center,2019-04-03,Condition Application,Road construction,Prior Approval,Completed,Building Recording,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,17/04/2019,Mail,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Approved - with full condition,Admin error,POINT (-0.097741284891303 51.5273099610839)
ced523dd-ce3f-4f40-879b-ad6a0ae3c34c,Consultation for 8227 Pearson Terrace,2018-10-06,Post-Application,Road construction,Prior Approval,Completed,Agree WSI,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",10/08/2018,Mail,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,No outcome,Extended Deadline,POINT (-0.097353902368929 51.5275615899195)
d5c977ed-5aae-4df4-a83c-efffe3aa3d87,Consultation for 96 Northridge Junction,2018-10-11,Post-Application,Building alteration,Listed Building Consent,Project Initiation,Building Recording,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",08/05/2019,Mail,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,No outcome,Information Unavailable,POINT (-0.104112340137526 51.5287836439737)
f1105624-3d50-4003-a05e-fd4ee6729282,Consultation for 69 Arizona Center,2019-05-15,Post-Application,Road construction,Listed Building Consent,Dormant,Agree WSI,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",09/01/2019,Email,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Approved - with watching brief condition,Admin error,POINT (-0.103724364275863 51.5290295338782)
38190250-30ec-4be7-b47f-91c9636cccf9,Consultation for 68 Ryan Pass,2018-09-29,Condition Application,Building alteration,Enquiry,Aborted,Building Recording,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,15/11/2018,Email,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,No outcome,Leave,POINT (-0.103666196445481 51.5296325283449)
30e3734f-2aad-4a1a-8332-eed01e0f7739,Consultation for 82290 Grayhawk Alley,2018-07-30,Post-Application,Building alteration,Appeal,Completed,Agree WSI,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",04/07/2019,Mail,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Approved - with watching brief condition,Further Information Required,POINT (-0.103216398928408 51.5298630634825)
9bddd273-1b0e-4313-b8e9-8e43e4e4ac0c,Consultation for 569 Mifflin Way,2019-01-23,Pre-Application,Land restoration,Listed Building Consent,Mitigation,Building Recording,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",10/06/2019,Mail,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Implemented,Further Information Required,POINT (-0.104140781283998 51.5299885000915)
2f86770d-df7d-4a29-b4ca-68d842583a9c,Consultation for 5 Continental Plaza,2019-04-24,Post-Application,Road construction,Prior Approval,Mitigation,Agree WSI,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",06/12/2018,Email,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Approved - with watching brief condition,Information Unavailable,POINT (-0.101318810640051 51.5312892291276)
f872c025-2ead-43f9-8f75-55cfba3d0f42,Consultation for 5 Forest Dale Road,2018-10-20,Post-Application,Mixed Use,Listed Building Consent,Dormant,Building Engagement,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",30/07/2018,Email,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Approved - with watching brief condition,Leave,POINT (-0.102074388524935 51.5315837592761)
7d8be45b-c09b-4e11-9a32-3a7e91d8e610,Consultation for 64773 Continental Avenue,2018-08-23,Condition Application,Road construction,Enquiry,Project Initiation,Building Engagement,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",02/05/2019,Telephone,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Approved - with full condition,Information Unavailable,POINT (-0.102612378132323 51.5318148955857)
a56684fe-8e39-4df7-b24c-d7e15b55263d,Consultation for 909 Bay Way,2018-11-22,Post-Application,Mixed Use,Listed Building Consent,Completed,Building Engagement,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,20/07/2019,Mail,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Approved - with legal agreement,Extended Deadline,POINT (-0.103325817535351 51.5339672320636)
c8fe2a35-c881-45db-acba-e3a3412fb253,Consultation for 756 Susan Alley,2019-03-14,Post-Application,Building alteration,Enquiry,Mitigation,Agree WSI,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",30/03/2019,Email,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Implemented,Information Unavailable,POINT (-0.105325664374156 51.5260004718465)
072f9476-c32e-4042-9227-7ac6cb4e793c,Consultation for 3976 Calypso Avenue,2018-09-06,Condition Application,Building alteration,Listed Building Consent,Dormant,Building Recording,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,13/11/2018,Mail,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Implemented,Further Information Required,POINT (-0.107874270725197 51.5287224420918)
c57142a6-c249-41a1-a61e-d4c07166f89d,Consultation for 582 Hudson Plaza,2018-07-24,Condition Application,Building alteration,Prior Approval,Post-excavation assessment,Building Engagement,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",08/02/2019,Mail,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Implemented,Further Information Required,POINT (-0.108487067561636 51.5294836136837)
4f60b965-5987-470c-831e-8c770808639c,Consultation for 281 Montana Park,2019-04-29,Post-Application,Mixed Use,Prior Approval,Pre-decision assessment/evaluation,Agree WSI,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",15/09/2018,Telephone,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Approved - with full condition,Information Unavailable,POINT (-0.108373449073687 51.529259219535)
1e195926-4887-455f-a258-306bab35fb98,Consultation for 7 Di Loreto Lane,2019-04-14,Pre-Application,Road construction,Appeal,Project Initiation,Agree WSI,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,28/05/2019,Telephone,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Implemented,Information Unavailable,POINT (-0.109008020416092 51.5310841905365)
ff0b4198-424c-45e9-b4ca-de70947fdd49,Consultation for 52 Eastwood Park,2019-05-09,Pre-Application,Building alteration,Prior Approval,Completed,Building Recording,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",12/04/2019,Telephone,Fusce consequat. Nulla nisl. Nunc nisl.,Approved - with legal agreement,Admin error,POINT (-0.108237234714097 51.531329767233)
f045626e-3d68-4808-b9be-33c24f543df0,Consultation for 83528 Bunker Hill Lane,2018-07-29,Condition Application,Road construction,Appeal,Dormant,Building Engagement,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",10/03/2019,Telephone,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Implemented,IT Failure,POINT (-0.103162433599268 51.5318677304438)
1cd7d202-95ca-408e-9156-b99fd249342f,Consultation for 08994 Dunning Place,2019-04-20,Condition Application,Mixed Use,Listed Building Consent,Post-excavation assessment,Agree WSI,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,05/06/2019,Email,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Approved - with full condition,Information Unavailable,POINT (-0.107670930391856 51.5340677121815)
4e37352a-8fb2-4d27-bf76-53f8e78d01d2,Consultation for 7 Rockefeller Center,2019-05-08,Condition Application,Land restoration,Prior Approval,Dormant,Building Recording,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,21/05/2019,Mail,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Implemented,Leave,POINT (-0.109585847222937 51.5290618462047)
a7d580b0-7159-4599-ac6f-75521b9c89bf,Consultation for 466 Cherokee Alley,2018-10-04,Post-Application,Mixed Use,Appeal,Pre-decision assessment/evaluation,Building Recording,Sed ante. Vivamus tortor. Duis mattis egestas metus.,18/09/2018,Mail,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",No outcome,Leave,POINT (-0.110845450460506 51.5293442147052)
